username,tanggal,rating,ulasan,clean_ulasan,skor_sentimen,label
Pengguna Google,2025-09-21 05:19:00,5,Pendaftaran online simpel dan elegan.,pendaftaran online simpel dan elegan,1.6666666666666667,positif
Pengguna Google,2025-09-21 04:50:01,4,"kasih bintang 4 dulu karena setiap ada info Coin baru liris contohnya Aster di global, Exchange ini telat",kasih bintang dulu karena setiap ada info coin baru liris contohnya aster di global exchange ini telat,-3.0,negatif
Pengguna Google,2025-09-21 04:41:40,3,enak di pakai sih cuma banyak token yang gak ada.,enak di pakai sih cuma banyak token yang gak ada,-3.6,negatif
Pengguna Google,2025-09-20 21:44:52,5,"bagus, lengkap, nyaman",bagus lengkap nyaman,-1.0,negatif
Pengguna Google,2025-09-20 18:09:55,3,"kembalikan orderbook altcoin seperti dulu dong, chart trading view nya gak bisa lansdscape, chart display masih terlalu sesederhana, limit order tidak menjangkau semua koin",kembalikan orderbook altcoin seperti dulu dong chart trading view nya gak bisa lansdscape chart display masih terlalu sesederhana limit order tidak menjangkau semua koin,-3.0,negatif
Pengguna Google,2025-09-20 17:11:22,1,tidak bisa menyimpan ke wallet kaspa,tidak bisa menyimpan ke wallet kaspa,-5.0,negatif
Pengguna Google,2025-09-20 16:43:34,5,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-20 14:51:46,5,sangat baik,sangat baik,-1.0,negatif
Pengguna Google,2025-09-20 14:45:38,5,good,good,5.0,positif
Pengguna Google,2025-09-20 14:06:47,5,keren,keren,0.0,negatif
Pengguna Google,2025-09-20 12:16:51,5,mantap,mantap,5.0,positif
Pengguna Google,2025-09-20 11:27:51,5,aster juga segera list min wkwk,aster juga segera list min wkwk,-3.0,negatif
Pengguna Google,2025-09-20 11:27:11,5,mantap semoga bermanfaat,mantap semoga bermanfaat,5.0,positif
Pengguna Google,2025-09-20 07:23:40,5,pelajari trending dulu,pelajari trending dulu,0.0,negatif
Pengguna Google,2025-09-20 06:30:53,5,keren ga berat.. ga kaya yg ono.. WD aja susah bgt..,keren ga berat ga kaya yg ono wd aja susah bgt,-1.3333333333333333,negatif
Pengguna Google,2025-09-20 00:33:11,5,bagus banget untuk pemula,bagus banget untuk pemula,-1.5,negatif
Pengguna Google,2025-09-20 00:29:33,5,sangat bagus dan Ber Pluang untuk memulai pendapatan di dunia digital...,sangat bagus dan ber pluang untuk memulai pendapatan di dunia digital,-3.0,negatif
Pengguna Google,2025-09-19 15:10:08,5,mudah di daftar,mudah di daftar,-2.0,negatif
Pengguna Google,2025-09-19 14:38:34,1,"Kecewanya adalah delay dalam eksekusi stop sell, dan harganya kadang2 kurang real time, Dan tampilan untuk posisi saham2/koin2 top gainer tidak banyak... Cuma sampai 10 aja... Tidak bisa tampil lengkap dari tinggi ke rendah Dan terkadang berat bgt, padahal sudah pakai wifi Semoga bisa segera di perbaiki dan upgrade lebih baik",kecewanya adalah delay dalam eksekusi stop sell dan harganya kadang kurang real time dan tampilan untuk posisi saham koin top gainer tidak banyak cuma sampai aja tidak bisa tampil lengkap dari tinggi ke rendah dan terkadang berat bgt padahal sudah pakai wifi semoga bisa segera di perbaiki dan upgrade lebih baik,-1.3333333333333333,negatif
Pengguna Google,2025-09-19 14:30:30,4,mohon bantuannya saya lupa pin pada saat awal log in. saya sudah menghubungi pihak customer service tapi tidak membantu sama sekali🙏,mohon bantuannya saya lupa pin pada saat awal log in saya sudah menghubungi pihak customer service tapi tidak membantu sama sekali,-2.076923076923077,negatif
Pengguna Google,2025-09-19 14:27:24,5,"aplikasi yang sangat bagus dan mudah di gunakan, signal analisanya juga akurat. saran dari saya dan teman teman saya , tolong untuk feature share PNL itu langsung berbentuk persentase atau jumlah $ pnl jangan cuma share link, karena akan lebih menarik pengguna baru lewat persentase langsung. contoh selamat pnl anda = $50",aplikasi yang sangat bagus dan mudah di gunakan signal analisanya juga akurat saran dari saya dan teman teman saya tolong untuk feature share pnl itu langsung berbentuk persentase atau jumlah pnl jangan cuma share link karena akan lebih menarik pengguna baru lewat persentase langsung contoh selamat pnl anda,-1.5,negatif
Pengguna Google,2025-09-19 14:27:14,5,Good Aplikasi Investasi,good aplikasi investasi,0.5,positif
Pengguna Google,2025-09-19 14:20:24,5,good invest,good invest,5.0,positif
Pengguna Google,2025-09-19 13:54:53,1,"Parah awalnya UI normal, makin kesini sering error terutama pas login loading sangat lama saya buka berulang kali makin parah sampai belasan kali baru terbuka, saya test dibeberapa device lain juga hasilnya sama! bagaimana saya sebagai pengguna mempercayakan aset saya didalam exchange pluang kalau hal dasar seperti ini saja bermasalah! tolong segera diperbaiki bug ini sudah terjadi berbulan!",parah awalnya ui normal makin kesini sering error terutama pas login loading sangat lama saya buka berulang kali makin parah sampai belasan kali baru terbuka saya test dibeberapa device lain juga hasilnya sama bagaimana saya sebagai pengguna mempercayakan aset saya didalam exchange pluang kalau hal dasar seperti ini saja bermasalah tolong segera diperbaiki bug ini sudah terjadi berbulan,-1.3571428571428572,negatif
Pengguna Google,2025-09-19 12:19:33,5,semoga menjadi apk yg membawa saya menjadi investor,semoga menjadi apk yg membawa saya menjadi investor,-3.0,negatif
Pengguna Google,2025-09-19 12:05:21,5,"Saya sudah top up melalui bank seabank dan dikirimkan ke VA Bank Permata lebih dari 2x24 jam uang nya baru masuk ke aplikasi pluang, sudah buat laporan melalui email akhirnya masuk juga, Terima Kasih👍🏻🙏🏻",saya sudah top up melalui bank seabank dan dikirimkan ke va bank permata lebih dari x jam uang nya baru masuk ke aplikasi pluang sudah buat laporan melalui email akhirnya masuk juga terima kasih,-0.5,negatif
Pengguna Google,2025-09-19 07:57:20,5,sejak update malah gak bisa login ...,sejak update malah gak bisa login,0.0,negatif
Pengguna Google,2025-09-19 05:30:31,5,kemarin saya top up sudah lapor sdh kode unik bukti terlampir kok saldo brlum masuk ya min tolong segera di up to date ya min,kemarin saya top up sudah lapor sdh kode unik bukti terlampir kok saldo brlum masuk ya min tolong segera di up to date ya min,-0.16666666666666666,negatif
Pengguna Google,2025-09-19 04:46:37,1,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-19 04:27:50,1,"pluang, tolong buatkan opsi penarikan saldo melalui bank digital, masa isi saldo bisa pake gopay tapi nariknya harus pake rekening bank",pluang tolong buatkan opsi penarikan saldo melalui bank digital masa isi saldo bisa pake gopay tapi nariknya harus pake rekening bank,-0.8333333333333334,negatif
Pengguna Google,2025-09-18 17:49:27,5,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-18 16:46:05,4,Tambahkan lebih banyak etf,tambahkan lebih banyak etf,-1.0,negatif
Pengguna Google,2025-09-18 15:13:03,5,ok,ok,4.0,positif
Pengguna Google,2025-09-18 14:32:04,5,"semuanya bagus, UI nya juga paling bagus dan paling enak di lihat, SARAN SAYA UNTUK TEAM PLUANG 1. Tambahkan top up dengan QRIS 2. untuk grafik khususnya untuk aset kripto tolong di tambahkan beberapa fitur seperti BOL, EMA, MA, dan yang paling penting kalau bisa di tambahkan fitur VOLUME JUAL DAN BELI agar para trader di aset kripto bisa melihat VOLUME JUAL Yg kuat atau VOLUME beli yang kuat 3. Mohon team pluang menambah aset kripto yang bisa di staking",semuanya bagus ui nya juga paling bagus dan paling enak di lihat saran saya untuk team pluang tambahkan top up dengan qris untuk grafik khususnya untuk aset kripto tolong di tambahkan beberapa fitur seperti bol ema ma dan yang paling penting kalau bisa di tambahkan fitur volume jual dan beli agar para trader di aset kripto bisa melihat volume jual yg kuat atau volume beli yang kuat mohon team pluang menambah aset kripto yang bisa di staking,-1.4642857142857142,negatif
Pengguna Google,2025-09-18 14:19:18,5,"proses upload data cepat, ...terimakasih",proses upload data cepat terimakasih,0.0,negatif
Pengguna Google,2025-09-18 14:03:44,4,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-18 14:02:16,5,"Hai admin pluang, ini saya yang meminta coins hype, saya sangat berterimakasih kepada pihak apk pluang karna sudah menghadirkan koin hype yang saya minta, tetapi saya tidak merasa puas karena koins hype gada fitur pro nya, padahal itu buat trading enak banget, saya mengikuti koin hype sudah dari awal 300jt dan sekarang sentuk 900jt an, dan kenapa koin sebagus itu ga ada fitur pro nya, semoga kedepannya dan secepatnya aplikasi pluang ada fitur pro nya biar lengkap, sekian terimakasih.",hai admin pluang ini saya yang meminta coins hype saya sangat berterimakasih kepada pihak apk pluang karna sudah menghadirkan koin hype yang saya minta tetapi saya tidak merasa puas karena koins hype gada fitur pro nya padahal itu buat trading enak banget saya mengikuti koin hype sudah dari awal jt dan sekarang sentuk jt an dan kenapa koin sebagus itu ga ada fitur pro nya semoga kedepannya dan secepatnya aplikasi pluang ada fitur pro nya biar lengkap sekian terimakasih,-1.7575757575757576,negatif
Pengguna Google,2025-09-18 13:36:51,5,ok,ok,4.0,positif
Pengguna Google,2025-09-18 13:35:43,5,cocok banget buat yang mau investasi saham asing,cocok banget buat yang mau investasi saham asing,-1.4,negatif
Pengguna Google,2025-09-18 11:49:15,5,"please,,buatin di YouTube praktek cara pakai fulture...🙏🙏🙏🙏",please buatin di youtube praktek cara pakai fulture,-3.0,negatif
Pengguna Google,2025-09-18 11:15:11,5,"bagus banget aplikasi, mudah lagi metode pembayarannya",bagus banget aplikasi mudah lagi metode pembayarannya,-2.6666666666666665,negatif
Pengguna Google,2025-09-18 09:20:38,5,mantap,mantap,5.0,positif
Pengguna Google,2025-09-18 08:57:47,5,lumayan simpel sii cuma kurang tau ketika beli btc atau jual btc ko ngada pilihan market order atau limit ordernya,lumayan simpel sii cuma kurang tau ketika beli btc atau jual btc ko ngada pilihan market order atau limit ordernya,-0.75,negatif
Pengguna Google,2025-09-18 08:32:28,5,tambahkan trending kripto yg mudah pakai tp dan sl,tambahkan trending kripto yg mudah pakai tp dan sl,-1.0,negatif
Pengguna Google,2025-09-18 08:28:59,3,Apl lg error gabisa tp.klau hrga sampai trn apa ada konpensasi,apl lg error gabisa tp klau hrga sampai trn apa ada konpensasi,-3.75,negatif
Pengguna Google,2025-09-18 07:31:06,5,proses registrasi cepat,proses registrasi cepat,-1.0,negatif
Pengguna Google,2025-09-18 05:56:42,5,Thank you for your trust,thank you for your trust,4.0,positif
Pengguna Google,2025-09-18 05:00:18,5,bagusss verifikasi nya cepat terbaiklah,bagusss verifikasi nya cepat terbaiklah,-3.0,negatif
Pengguna Google,2025-09-18 04:29:14,5,simpel dan mudah di mengerti,simpel dan mudah di mengerti,0.0,negatif
